frame,id,x,y,z,visibility
0,0,0.48906147480010986,0.12276202440261841,-0.37056559324264526,0.9999978542327881
0,1,0.4941456615924835,0.10665890574455261,-0.351663738489151,0.9999951124191284
0,2,0.4969032108783722,0.1071094274520874,-0.35164204239845276,0.9999940395355225
0,3,0.5004940032958984,0.10779902338981628,-0.3516630530357361,0.9999940395355225
0,4,0.48318716883659363,0.10640108585357666,-0.354758083820343,0.9999960660934448
0,5,0.4785234332084656,0.10688850283622742,-0.35479843616485596,0.9999960660934448
0,6,0.47451773285865784,0.10764297842979431,-0.3547579348087311,0.9999967813491821
0,7,0.5047062635421753,0.11901533603668213,-0.2205730825662613,0.999990701675415
0,8,0.4677610695362091,0.11805018782615662,-0.23615732789039612,0.9999954700469971
0,9,0.49461185932159424,0.14224842190742493,-0.31953001022338867,0.9999982118606567
0,10,0.48042944073677063,0.14208349585533142,-0.3242742419242859,0.9999988079071045
0,11,0.5339211821556091,0.22485673427581787,-0.11481956392526627,0.9999849796295166
0,12,0.4338974952697754,0.22869178652763367,-0.11958739906549454,0.9999592304229736
0,13,0.5891497731208801,0.3258669376373291,-0.054433297365903854,0.9978127479553223
0,14,0.3788851201534271,0.33775782585144043,-0.06499168276786804,0.994433581829071
0,15,0.5489194989204407,0.4056367576122284,-0.158827543258667,0.9831562638282776
0,16,0.423145592212677,0.41563230752944946,-0.15964321792125702,0.9712253212928772
0,17,0.5375440120697021,0.421168714761734,-0.19138707220554352,0.941408634185791
0,18,0.43521490693092346,0.4271400272846222,-0.19071507453918457,0.9222601652145386
0,19,0.5323532819747925,0.4077486991882324,-0.20703592896461487,0.940843403339386
0,20,0.44019651412963867,0.41381245851516724,-0.2051958292722702,0.921534538269043
0,21,0.5343918800354004,0.4010034203529358,-0.16486097872257233,0.919465959072113
0,22,0.4370201528072357,0.4089667499065399,-0.16485777497291565,0.8921394348144531
0,23,0.5159584879875183,0.49011868238449097,-0.004348346497863531,0.9994087219238281
0,24,0.4588247239589691,0.49088016152381897,0.00421785656362772,0.9992069602012634
0,25,0.521622359752655,0.694566547870636,-0.006848690565675497,0.9944443106651306
0,26,0.4514063000679016,0.6994985938072205,0.007029288448393345,0.9920055270195007
0,27,0.5295224785804749,0.8791475296020508,0.1753033548593521,0.9942787885665894
0,28,0.44200414419174194,0.8872244358062744,0.1695956289768219,0.992961585521698
0,29,0.5230574607849121,0.8997060060501099,0.1857558637857437,0.8879213929176331
0,30,0.4432826340198517,0.906792402267456,0.17873115837574005,0.868286669254303
0,31,0.5385518670082092,0.9526623487472534,0.047484736889600754,0.9895728230476379
0,32,0.44053447246551514,0.9596973657608032,0.03977644443511963,0.9870595932006836
1,0,0.4889834225177765,0.12274792045354843,-0.3643638491630554,0.9999977350234985
1,1,0.49394604563713074,0.10665285587310791,-0.34613993763923645,0.9999948143959045
1,2,0.49665334820747375,0.10710688680410385,-0.34611162543296814,0.9999936819076538
1,3,0.5002935528755188,0.10779925435781479,-0.34612616896629333,0.9999937415122986
1,4,0.4829676151275635,0.10637878626585007,-0.34921297430992126,0.9999958276748657
1,5,0.4783596992492676,0.10688308626413345,-0.3492448925971985,0.9999958276748657
1,6,0.4743632376194,0.10764309018850327,-0.3491955101490021,0.9999966025352478
1,7,0.5045501589775085,0.11897502094507217,-0.21642236411571503,0.9999901056289673
1,8,0.4676397442817688,0.11805034428834915,-0.2321808934211731,0.9999951124191284
1,9,0.4945443570613861,0.142295703291893,-0.31383267045021057,0.9999980926513672
1,10,0.4804106056690216,0.1420818567276001,-0.3185769021511078,0.9999986886978149
1,11,0.5339391827583313,0.22487442195415497,-0.10846313089132309,0.999984622001648
1,12,0.43391215801239014,0.2286892980337143,-0.1170455813407898,0.9999579191207886
1,13,0.5889949202537537,0.3258392810821533,-0.04192021116614342,0.9977899789810181
1,14,0.3788788914680481,0.3378393054008484,-0.061495013535022736,0.99444580078125
1,15,0.54891037940979,0.4055091142654419,-0.1387217938899994,0.9832960367202759
1,16,0.42346319556236267,0.41609883308410645,-0.14828070998191833,0.9706204533576965
1,17,0.5375396013259888,0.42128100991249084,-0.16941316425800323,0.9417004585266113
1,18,0.43556472659111023,0.4275839626789093,-0.1771836280822754,0.9204039573669434
1,19,0.5323261618614197,0.40790972113609314,-0.18355897068977356,0.9411173462867737
1,20,0.4405730962753296,0.41381698846817017,-0.18936698138713837,0.9195849299430847
1,21,0.5343608856201172,0.40107786655426025,-0.1438310444355011,0.9196657538414001
1,22,0.4375717341899872,0.4089755713939667,-0.1523056924343109,0.8898913860321045
1,23,0.5159000158309937,0.49009013175964355,-0.0029524685814976692,0.9993513822555542
1,24,0.4588339924812317,0.49072185158729553,0.0028245144058018923,0.999151885509491
1,25,0.5219573974609375,0.6970356106758118,-0.001981297042220831,0.994286060333252
